vuosi;aluejakotunniste;aluejakoselite;lukumäärä;ka_pinta_ala_m2;mediaanihinta_eur;keskihinta_eur;rantatyyppi
2010;562;Orivesi;9;2614;43000;56011;ei_rantaa
2010;10;Alavus;6;6607;27500;29833;ei_rantaa
2010;564;Oulu;6;5654;37750;33583;ei_rantaa
2010;576;Padasjoki;5;5382;58000;52000;ei_rantaa
2010;16;Asikkala;18;4638;42500;44639;ei_rantaa
2010;18;Askola;3;4093;52000;53333;ei_rantaa
2010;580;Parikkala;4;7203;27500;38000;ei_rantaa
2010;581;Parkano;5;4534;30000;31800;ei_rantaa
2010;43;Eckerö;3;3955;37000;51000;ei_rantaa
2010;47;Enontekiö;3;3790;26000;32667;ei_rantaa
2010;50;Eura;8;3201;35750;38188;ei_rantaa
2010;51;Eurajoki;7;4190;50000;55429;ei_rantaa
2010;61;Forssa;8;5838;55250;50425;ei_rantaa
2010;322;Kemiönsaari;14;6391;49000;53821;ei_rantaa
2010;593;Pieksämäki;6;4917;17000;22667;ei_rantaa
2010;445;Parainen;3;7304;73000;83667;ei_rantaa
2010;598;Pietarsaari;4;1458;66250;84875;ei_rantaa
2010;710;Raasepori;11;5293;81000;86218;ei_rantaa
2010;790;Sastamala;17;4301;51500;53618;ei_rantaa
2010;791;Siikalatva;3;5387;15000;18333;ei_rantaa
2010;75;Hamina;3;4854;27000;38667;ei_rantaa
2010;609;Pori;16;4862;35500;36641;ei_rantaa
2010;638;Porvoo;5;5544;80000;78400;ei_rantaa
2010;81;Hartola;3;5793;53000;55000;ei_rantaa
2010;82;Hattula;9;2727;53000;58056;ei_rantaa
2010;614;Posio;3;8753;10000;23167;ei_rantaa
2010;615;Pudasjärvi;7;6957;17000;21714;ei_rantaa
2010;616;Pukkila;3;5817;84000;79667;ei_rantaa
2010;86;Hausjärvi;10;5225;36500;35950;ei_rantaa
2010;619;Punkalaidun;6;8500;41000;42750;ei_rantaa
2010;111;Heinola;8;5944;47500;50525;ei_rantaa
2010;620;Puolanka;4;5025;41500;39250;ei_rantaa
2010;624;Pyhtää;4;5850;41500;38000;ei_rantaa
2010;98;Hollola;13;5240;43000;44029;ei_rantaa
2010;102;Huittinen;5;4937;21000;22200;ei_rantaa
2010;103;Humppila;9;3450;44000;45556;ei_rantaa
2010;635;Pälkäne;16;2665;46250;53938;ei_rantaa
2010;636;Pöytyä;11;4909;44000;50909;ei_rantaa
2010;109;Hämeenlinna;35;3997;48000;55400;ei_rantaa
2010;139;Ii;3;5672;30000;26167;ei_rantaa
2010;142;Iitti;9;4481;30000;32000;ei_rantaa
2010;146;Ilomantsi;4;8759;25250;24913;ei_rantaa
2010;151;Isojoki;3;12075;42500;47167;ei_rantaa
2010;152;Isokyrö;3;8052;31000;32000;ei_rantaa
2010;698;Rovaniemi;8;7970;23500;28150;ei_rantaa
2010;165;Janakkala;6;5026;47000;64904;ei_rantaa
2010;702;Ruovesi;5;8224;62000;85800;ei_rantaa
2010;167;Joensuu;4;5553;16250;18838;ei_rantaa
2010;169;Jokioinen;4;3713;37000;44875;ei_rantaa
2010;171;Joroinen;3;2967;33000;37667;ei_rantaa
2010;707;Rääkkylä;3;5014;22500;32500;ei_rantaa
2010;172;Joutsa;3;2647;12000;16000;ei_rantaa
2010;729;Saarijärvi;3;5363;19000;21333;ei_rantaa
2010;732;Salla;3;7700;12000;18000;ei_rantaa
2010;734;Salo;51;5730;48000;50235;ei_rantaa
2010;178;Juva;4;6518;18150;32325;ei_rantaa
2010;736;Saltvik;3;2311;30000;26333;ei_rantaa
2010;179;Jyväskylä;4;4313;51500;51000;ei_rantaa
2010;946;Vöyri;5;5285;17000;19200;ei_rantaa
2010;738;Sauvo;11;6037;55000;68909;ei_rantaa
2010;181;Jämijärvi;3;5203;40000;44000;ei_rantaa
2010;182;Jämsä;7;4580;30000;34400;ei_rantaa
2010;743;Seinäjoki;3;4400;28000;28000;ei_rantaa
2010;211;Kangasala;5;5342;49000;46600;ei_rantaa
2010;758;Sodankylä;3;2923;22100;25067;ei_rantaa
2010;213;Kangasniemi;6;5865;42450;40733;ei_rantaa
2010;761;Somero;23;5265;53500;56739;ei_rantaa
2010;765;Sotkamo;4;8330;22675;30088;ei_rantaa
2010;232;Kauhajoki;3;3067;15000;31833;ei_rantaa
2010;777;Suomussalmi;4;4578;30000;31625;ei_rantaa
2010;233;Kauhava;5;7066;26000;21800;ei_rantaa
2010;778;Suonenjoki;3;4000;17500;24167;ei_rantaa
2010;781;Sysmä;6;5813;39000;37583;ei_rantaa
2010;783;Säkylä;5;2421;47000;52600;ei_rantaa
2010;320;Kemijärvi;3;3553;19500;21000;ei_rantaa
2010;833;Taivassalo;9;6028;40001;42445;ei_rantaa
2010;834;Tammela;16;6572;55250;60563;ei_rantaa
2010;249;Keuruu;4;7238;28000;27000;ei_rantaa
2010;260;Kitee;7;3573;36000;67000;ei_rantaa
2010;263;Kiuruvesi;3;4312;10500;10667;ei_rantaa
2010;271;Kokemäki;7;4807;30000;30643;ei_rantaa
2010;272;Kokkola;8;1619;53000;57813;ei_rantaa
2010;887;Urjala;12;6084;36500;39408;ei_rantaa
2010;890;Utsjoki;4;6320;48000;48500;ei_rantaa
2010;893;Uusikaarlepyy;3;6705;21000;29000;ei_rantaa
2010;285;Kotka;3;1687;55000;53000;ei_rantaa
2010;286;Kouvola;17;4150;48000;44571;ei_rantaa
2010;291;Kuhmoinen;4;3289;41000;37000;ei_rantaa
2010;297;Kuopio;4;7583;18750;19125;ei_rantaa
2010;918;Vehmaa;8;5716;36000;38438;ei_rantaa
2010;301;Kurikka;10;2716;23000;25170;ei_rantaa
2010;305;Kuusamo;5;6635;91000;109200;ei_rantaa
2010;927;Vihti;10;5203;61500;62050;ei_rantaa
2010;312;Kyyjärvi;3;3767;30000;22833;ei_rantaa
2010;316;Kärkölä;4;1643;36500;34250;ei_rantaa
2010;936;Virrat;5;9908;19500;29100;ei_rantaa
2010;398;Lahti;3;4958;69000;77000;ei_rantaa
2010;399;Laihia;3;6983;21000;19333;ei_rantaa
2010;400;Laitila;9;5785;53000;44567;ei_rantaa
2010;407;Lapinjärvi;7;2925;55000;60286;ei_rantaa
2010;402;Lapinlahti;3;13080;20000;48000;ei_rantaa
2010;405;Lappeenranta;5;6303;23000;26100;ei_rantaa
2010;408;Lapua;3;3243;22000;21667;ei_rantaa
2010;976;Ylitornio;3;5553;15000;16500;ei_rantaa
2010;980;Ylöjärvi;8;5368;44750;51113;ei_rantaa
2010;981;Ypäjä;6;5054;43000;53500;ei_rantaa
2010;992;Äänekoski;3;5867;12000;20167;ei_rantaa
2010;422;Lieksa;4;10885;31000;38250;ei_rantaa
2010;444;Lohja;32;5260;64000;68505;ei_rantaa
2010;430;Loimaa;17;4666;30000;36853;ei_rantaa
2010;433;Loppi;15;4767;55000;61340;ei_rantaa
2010;434;Loviisa;10;6588;51500;89100;ei_rantaa
2010;20;Akaa;6;6405;31500;34833;ei_rantaa
2010;481;Masku;4;4143;67500;66250;ei_rantaa
2010;491;Mikkeli;9;4814;30000;29944;ei_rantaa
2010;503;Mynämäki;6;4074;42000;45917;ei_rantaa
2010;504;Myrskylä;3;5583;46000;59167;ei_rantaa
2010;505;Mäntsälä;6;6071;69500;70833;ei_rantaa
2010;507;Mäntyharju;21;5809;36000;45110;ei_rantaa
2010;536;Nokia;4;7893;62500;75000;ei_rantaa
2010;538;Nousiainen;4;5935;64500;72000;ei_rantaa
2010;545;Närpiö;6;4775;35000;41217;ei_rantaa
2011;560;Orimattila;8;5835;38000;50438;ei_rantaa
2011;5;Alajärvi;3;2850;17000;41333;ei_rantaa
2011;562;Orivesi;16;3968;34750;52406;ei_rantaa
2011;10;Alavus;5;3596;25000;21500;ei_rantaa
2011;564;Oulu;6;4303;71000;107000;ei_rantaa
2011;576;Padasjoki;8;4173;52250;53438;ei_rantaa
2011;577;Paimio;6;7305;60500;61033;ei_rantaa
2011;16;Asikkala;17;4735;53000;57694;ei_rantaa
2011;18;Askola;4;3726;31750;36875;ei_rantaa
2011;599;Pedersören kunta;3;4354;37000;31833;ei_rantaa
2011;50;Eura;12;3712;36250;39033;ei_rantaa
2011;51;Eurajoki;4;1875;36750;31125;ei_rantaa
2011;61;Forssa;5;3440;54000;52840;ei_rantaa
2011;322;Kemiönsaari;9;5239;65000;62167;ei_rantaa
2011;593;Pieksämäki;10;6042;29500;29725;ei_rantaa
2011;445;Parainen;7;5511;93000;82429;ei_rantaa
2011;598;Pietarsaari;5;3690;105000;108600;ei_rantaa
2011;710;Raasepori;14;6123;93000;103814;ei_rantaa
2011;790;Sastamala;19;3972;44000;51632;ei_rantaa
2011;71;Haapavesi;3;6211;58500;58833;ei_rantaa
2011;75;Hamina;6;2630;35125;35148;ei_rantaa
2011;608;Pomarkku;4;7420;32375;44713;ei_rantaa
2011;77;Hankasalmi;4;3610;20250;19875;ei_rantaa
2011;609;Pori;16;5231;35000;45219;ei_rantaa
2011;81;Hartola;5;4888;44000;45700;ei_rantaa
2011;638;Porvoo;16;4520;101500;119633;ei_rantaa
2011;82;Hattula;10;4064;66000;67200;ei_rantaa
2011;615;Pudasjärvi;4;4820;19000;20250;ei_rantaa
2011;86;Hausjärvi;10;4233;47500;45000;ei_rantaa
2011;111;Heinola;6;6482;55500;55000;ei_rantaa
2011;619;Punkalaidun;11;8698;38000;34973;ei_rantaa
2011;620;Puolanka;3;7038;20000;17000;ei_rantaa
2011;624;Pyhtää;4;4905;49000;52050;ei_rantaa
2011;97;Hirvensalmi;3;8597;35500;30167;ei_rantaa
2011;98;Hollola;12;4673;45500;50475;ei_rantaa
2011;626;Pyhäjärvi;5;4335;50000;39700;ei_rantaa
2011;102;Huittinen;5;3874;19000;27800;ei_rantaa
2011;103;Humppila;3;3873;37000;44667;ei_rantaa
2011;635;Pälkäne;10;4031;69950;81640;ei_rantaa
2011;636;Pöytyä;7;4867;40000;42286;ei_rantaa
2011;678;Raahe;4;1720;24000;25500;ei_rantaa
2011;108;Hämeenkyrö;4;2380;40000;58000;ei_rantaa
2011;109;Hämeenlinna;30;3727;47500;56842;ei_rantaa
2011;683;Ranua;4;7233;25500;30500;ei_rantaa
2011;684;Rauma;4;3438;44250;51125;ei_rantaa
2011;142;Iitti;6;5671;47500;43000;ei_rantaa
2011;143;Ikaalinen;5;4077;35000;34900;ei_rantaa
2011;145;Ilmajoki;6;4367;20950;21067;ei_rantaa
2011;146;Ilomantsi;3;4900;10000;21213;ei_rantaa
2011;148;Inari;4;6388;25000;23000;ei_rantaa
2011;698;Rovaniemi;7;3931;30000;32357;ei_rantaa
2011;700;Ruokolahti;3;6257;44500;35167;ei_rantaa
2011;702;Ruovesi;5;5496;45000;49200;ei_rantaa
2011;169;Jokioinen;8;6968;53000;46125;ei_rantaa
2011;707;Rääkkylä;3;4666;145000;108000;ei_rantaa
2011;729;Saarijärvi;4;9990;23500;26000;ei_rantaa
2011;176;Juuka;4;7720;16500;27500;ei_rantaa
2011;732;Salla;3;12453;27000;28167;ei_rantaa
2011;177;Juupajoki;3;1104;42000;35167;ei_rantaa
2011;734;Salo;45;5143;62000;62289;ei_rantaa
2011;736;Saltvik;3;3630;35000;27500;ei_rantaa
2011;178;Juva;3;5668;16500;18417;ei_rantaa
2011;946;Vöyri;4;2478;17500;27125;ei_rantaa
2011;738;Sauvo;4;3770;57000;62500;ei_rantaa
2011;181;Jämijärvi;3;6667;43000;46667;ei_rantaa
2011;739;Savitaipale;5;7486;20000;35250;ei_rantaa
2011;182;Jämsä;5;4251;20000;29200;ei_rantaa
2011;740;Savonlinna;4;8958;17000;21750;ei_rantaa
2011;743;Seinäjoki;4;2904;34000;34250;ei_rantaa
2011;204;Kaavi;4;7311;30250;26275;ei_rantaa
2011;747;Siikainen;5;5081;32000;45300;ei_rantaa
2011;211;Kangasala;7;5360;56000;62714;ei_rantaa
2011;758;Sodankylä;5;3868;11000;15900;ei_rantaa
2011;213;Kangasniemi;4;4016;34500;46750;ei_rantaa
2011;214;Kankaanpää;9;6233;28000;42111;ei_rantaa
2011;761;Somero;25;6443;53000;67100;ei_rantaa
2011;768;Sulkava;3;2198;22000;21667;ei_rantaa
2011;771;Sund;3;3670;62000;55667;ei_rantaa
2011;233;Kauhava;3;5100;28000;26000;ei_rantaa
2011;778;Suonenjoki;3;8000;20500;16167;ei_rantaa
2011;781;Sysmä;8;6203;34650;39600;ei_rantaa
2011;783;Säkylä;3;5425;67000;62000;ei_rantaa
2011;239;Keitele;4;4070;29000;34500;ei_rantaa
2011;320;Kemijärvi;4;5523;25625;25563;ei_rantaa
2011;241;Keminmaa;3;2893;17200;18067;ei_rantaa
2011;833;Taivassalo;3;3113;75000;62667;ei_rantaa
2011;834;Tammela;14;5839;66750;63018;ei_rantaa
2011;848;Tohmajärvi;3;5141;20000;18333;ei_rantaa
2011;849;Toholampi;3;1647;32500;33500;ei_rantaa
2011;851;Tornio;3;3563;10000;28667;ei_rantaa
2011;853;Turku;3;1946;52000;52333;ei_rantaa
2011;260;Kitee;6;9457;23250;48000;ei_rantaa
2011;261;Kittilä;4;9788;39275;41638;ei_rantaa
2011;886;Ulvila;3;5613;34000;32833;ei_rantaa
2011;271;Kokemäki;6;4898;41750;51000;ei_rantaa
2011;887;Urjala;19;6269;53000;54921;ei_rantaa
2011;272;Kokkola;3;4865;30000;27833;ei_rantaa
2011;889;Utajärvi;5;7682;27000;40180;ei_rantaa
2011;890;Utsjoki;3;6220;41500;41633;ei_rantaa
2011;905;Vaasa;3;3203;21000;20500;ei_rantaa
2011;286;Kouvola;9;4409;49500;46778;ei_rantaa
2011;908;Valkeakoski;4;8289;65500;57500;ei_rantaa
2011;287;Kristiinankaupunki;4;4720;47500;46875;ei_rantaa
2011;291;Kuhmoinen;4;3713;63000;68500;ei_rantaa
2011;297;Kuopio;10;8088;30250;32115;ei_rantaa
2011;918;Vehmaa;3;4641;10000;26833;ei_rantaa
2011;301;Kurikka;8;3949;24000;22306;ei_rantaa
2011;922;Vesilahti;4;3466;65000;67588;ei_rantaa
2011;927;Vihti;7;4760;65000;64786;ei_rantaa
2011;316;Kärkölä;3;4187;56000;54000;ei_rantaa
2011;936;Virrat;7;6186;39800;53471;ei_rantaa
2011;398;Lahti;7;2891;57000;62071;ei_rantaa
2011;400;Laitila;8;4374;36500;38250;ei_rantaa
2011;402;Lapinlahti;7;7699;35510;36201;ei_rantaa
2011;405;Lappeenranta;4;6540;36000;39000;ei_rantaa
2011;417;Lemland;4;2333;34000;39375;ei_rantaa
2011;980;Ylöjärvi;12;4206;41250;46333;ei_rantaa
2011;981;Ypäjä;5;7130;34000;26900;ei_rantaa
2011;422;Lieksa;5;8249;11000;11300;ei_rantaa
2011;423;Lieto;3;5633;20000;19000;ei_rantaa
2011;444;Lohja;34;5197;62500;68882;ei_rantaa
2011;430;Loimaa;14;7554;35000;39471;ei_rantaa
2011;433;Loppi;24;4351;49000;51525;ei_rantaa
2011;441;Luumäki;3;4340;20000;19333;ei_rantaa
2011;475;Maalahti;3;2420;20000;20500;ei_rantaa
2011;20;Akaa;5;2688;41000;66600;ei_rantaa
2011;480;Marttila;3;3848;57000;61000;ei_rantaa
2011;484;Merikarvia;4;4325;41000;40750;ei_rantaa
2011;491;Mikkeli;4;11155;37500;42500;ei_rantaa
2011;499;Mustasaari;9;3731;52500;77056;ei_rantaa
2011;503;Mynämäki;7;5177;31000;39000;ei_rantaa
2011;504;Myrskylä;3;3583;64000;63333;ei_rantaa
2011;505;Mäntsälä;9;4012;50000;54444;ei_rantaa
2011;507;Mäntyharju;16;5215;31500;31289;ei_rantaa
2011;538;Nousiainen;3;5240;40000;45667;ei_rantaa
2011;541;Nurmes;3;5157;11000;17667;ei_rantaa
2012;560;Orimattila;6;5614;54500;52500;ei_rantaa
2012;562;Orivesi;14;4125;57500;77571;ei_rantaa
2012;564;Oulu;11;3384;55000;90409;ei_rantaa
2012;16;Asikkala;11;3611;38500;54818;ei_rantaa
2012;18;Askola;5;2988;59000;58800;ei_rantaa
2012;580;Parikkala;4;7380;28000;32375;ei_rantaa
2012;581;Parkano;5;4629;31500;59960;ei_rantaa
2012;43;Eckerö;4;2936;31500;55000;ei_rantaa
2012;47;Enontekiö;4;3290;45750;38875;ei_rantaa
2012;50;Eura;8;2268;24750;27444;ei_rantaa
2012;51;Eurajoki;6;2217;61200;57233;ei_rantaa
2012;61;Forssa;7;4417;47000;56571;ei_rantaa
2012;322;Kemiönsaari;12;5215;39500;50125;ei_rantaa
2012;445;Parainen;7;7808;60000;65409;ei_rantaa
2012;593;Pieksämäki;10;6263;33750;33100;ei_rantaa
2012;710;Raasepori;13;6025;87000;88744;ei_rantaa
2012;790;Sastamala;16;4949;42500;53766;ei_rantaa
2012;608;Pomarkku;4;5913;31250;28125;ei_rantaa
2012;609;Pori;11;6218;37000;47173;ei_rantaa
2012;611;Pornainen;3;2797;71000;63667;ei_rantaa
2012;638;Porvoo;7;4081;67000;88071;ei_rantaa
2012;81;Hartola;4;4297;31000;29875;ei_rantaa
2012;614;Posio;3;6923;15000;12667;ei_rantaa
2012;82;Hattula;5;3449;60000;86200;ei_rantaa
2012;615;Pudasjärvi;4;3558;21900;20525;ei_rantaa
2012;616;Pukkila;3;5890;53000;58667;ei_rantaa
2012;86;Hausjärvi;6;7338;47722;44491;ei_rantaa
2012;619;Punkalaidun;12;3644;28500;34375;ei_rantaa
2012;111;Heinola;5;3690;42000;47470;ei_rantaa
2012;97;Hirvensalmi;3;6400;25000;34667;ei_rantaa
2012;98;Hollola;12;6247;56500;59583;ei_rantaa
2012;102;Huittinen;10;5956;39250;57850;ei_rantaa
2012;103;Humppila;7;3473;52000;45964;ei_rantaa
2012;635;Pälkäne;11;3100;38000;51268;ei_rantaa
2012;636;Pöytyä;11;4877;30000;34282;ei_rantaa
2012;108;Hämeenkyrö;5;2803;90000;104200;ei_rantaa
2012;109;Hämeenlinna;24;4699;53250;63906;ei_rantaa
2012;684;Rauma;7;3559;40000;42871;ei_rantaa
2012;142;Iitti;6;4920;48000;43167;ei_rantaa
2012;143;Ikaalinen;8;5710;48750;54313;ei_rantaa
2012;687;Rautavaara;3;4743;24000;23833;ei_rantaa
2012;146;Ilomantsi;3;7450;9000;15667;ei_rantaa
2012;698;Rovaniemi;6;2638;32000;36167;ei_rantaa
2012;700;Ruokolahti;3;5710;18000;24333;ei_rantaa
2012;165;Janakkala;4;3940;43500;46125;ei_rantaa
2012;702;Ruovesi;4;5755;27500;26875;ei_rantaa
2012;169;Jokioinen;5;2392;23000;26300;ei_rantaa
2012;704;Rusko;4;5228;68500;72750;ei_rantaa
2012;172;Joutsa;6;8377;32450;32817;ei_rantaa
2012;176;Juuka;6;7568;22500;29767;ei_rantaa
2012;732;Salla;4;8382;19000;31625;ei_rantaa
2012;734;Salo;49;5837;54500;56871;ei_rantaa
2012;179;Jyväskylä;7;7038;57000;74229;ei_rantaa
2012;738;Sauvo;8;3808;52000;55500;ei_rantaa
2012;739;Savitaipale;3;6948;30000;29333;ei_rantaa
2012;740;Savonlinna;3;7892;42500;41167;ei_rantaa
2012;182;Jämsä;4;3088;49600;50550;ei_rantaa
2012;743;Seinäjoki;7;3925;35000;33209;ei_rantaa
2012;204;Kaavi;3;4687;38000;50000;ei_rantaa
2012;211;Kangasala;7;3904;68000;65429;ei_rantaa
2012;758;Sodankylä;3;2005;45000;37333;ei_rantaa
2012;761;Somero;25;5150;48500;60620;ei_rantaa
2012;224;Karkkila;4;6735;59000;61125;ei_rantaa
2012;233;Kauhava;5;5400;88000;70600;ei_rantaa
2012;781;Sysmä;5;3800;59000;61200;ei_rantaa
2012;783;Säkylä;6;2826;48500;48167;ei_rantaa
2012;833;Taivassalo;7;6647;46000;56157;ei_rantaa
2012;834;Tammela;10;4508;48500;46400;ei_rantaa
2012;846;Teuva;3;3945;15000;16000;ei_rantaa
2012;848;Tohmajärvi;6;7290;32500;30417;ei_rantaa
2012;260;Kitee;3;8717;17500;26000;ei_rantaa
2012;261;Kittilä;5;5192;22750;40150;ei_rantaa
2012;263;Kiuruvesi;3;9947;20000;24333;ei_rantaa
2012;859;Tyrnävä;3;3223;65000;60333;ei_rantaa
2012;271;Kokemäki;5;2610;35000;53780;ei_rantaa
2012;887;Urjala;7;5919;57000;58000;ei_rantaa
2012;890;Utsjoki;4;3558;34000;55000;ei_rantaa
2012;785;Vaala;4;2171;39500;42750;ei_rantaa
2012;905;Vaasa;3;2857;40000;41667;ei_rantaa
2012;286;Kouvola;16;3618;37750;42213;ei_rantaa
2012;908;Valkeakoski;3;3977;49000;48333;ei_rantaa
2012;287;Kristiinankaupunki;5;3640;40000;34800;ei_rantaa
2012;288;Kruunupyy;5;4760;59000;54500;ei_rantaa
2012;290;Kuhmo;4;11158;18250;21250;ei_rantaa
2012;291;Kuhmoinen;6;7737;43500;45667;ei_rantaa
2012;297;Kuopio;4;7938;28950;31475;ei_rantaa
2012;918;Vehmaa;3;3807;70000;76500;ei_rantaa
2012;301;Kurikka;6;4733;23250;25250;ei_rantaa
2012;927;Vihti;8;5043;60000;64875;ei_rantaa
2012;931;Viitasaari;6;8348;25250;42708;ei_rantaa
2012;316;Kärkölä;5;4825;42000;39500;ei_rantaa
2012;935;Virolahti;3;4467;32000;33750;ei_rantaa
2012;398;Lahti;4;4609;53000;51625;ei_rantaa
2012;400;Laitila;6;4825;32350;38867;ei_rantaa
2012;402;Lapinlahti;3;1950;29000;27000;ei_rantaa
2012;405;Lappeenranta;3;8172;26000;35667;ei_rantaa
2012;980;Ylöjärvi;14;4820;41250;63714;ei_rantaa
2012;981;Ypäjä;4;3995;35000;34750;ei_rantaa
2012;420;Leppävirta;3;5126;24500;25833;ei_rantaa
2012;989;Ähtäri;3;1520;18000;27333;ei_rantaa
2012;422;Lieksa;11;8776;18000;28682;ei_rantaa
2012;444;Lohja;28;6708;66250;70632;ei_rantaa
2012;430;Loimaa;14;3940;35500;35652;ei_rantaa
2012;433;Loppi;12;4432;77000;76975;ei_rantaa
2012;434;Loviisa;8;4699;52500;53250;ei_rantaa
2012;20;Akaa;5;4123;72500;50100;ei_rantaa
2012;489;Miehikkälä;3;2810;38000;35000;ei_rantaa
2012;491;Mikkeli;5;7899;35000;38430;ei_rantaa
2012;494;Muhos;3;2964;41000;37500;ei_rantaa
2012;499;Mustasaari;4;3376;44000;52000;ei_rantaa
2012;503;Mynämäki;8;7443;40000;40438;ei_rantaa
2012;504;Myrskylä;3;6701;65000;62667;ei_rantaa
2012;505;Mäntsälä;6;4270;34000;38250;ei_rantaa
2012;507;Mäntyharju;13;6027;40000;43231;ei_rantaa
2012;538;Nousiainen;4;4488;39500;42500;ei_rantaa
2012;541;Nurmes;6;10986;18500;20667;ei_rantaa
2013;560;Orimattila;7;5082;45000;48357;ei_rantaa
2013;562;Orivesi;7;5007;52000;56786;ei_rantaa
2013;564;Oulu;3;3545;45000;56000;ei_rantaa
2013;10;Alavus;4;8175;27000;37000;ei_rantaa
2013;16;Asikkala;15;4204;42500;49760;ei_rantaa
2013;18;Askola;3;4467;50100;47533;ei_rantaa
2013;50;Eura;8;7431;40250;51938;ei_rantaa
2013;61;Forssa;7;4242;39000;36643;ei_rantaa
2013;322;Kemiönsaari;11;4101;59000;62582;ei_rantaa
2013;445;Parainen;5;4334;80000;96000;ei_rantaa
2013;593;Pieksämäki;7;3504;21000;21643;ei_rantaa
2013;710;Raasepori;8;8127;50000;69438;ei_rantaa
2013;790;Sastamala;26;6105;42750;54513;ei_rantaa
2013;791;Siikalatva;3;4850;13000;15333;ei_rantaa
2013;77;Hankasalmi;4;4150;18500;23250;ei_rantaa
2013;609;Pori;10;4634;28000;38410;ei_rantaa
2013;638;Porvoo;8;5333;74000;103000;ei_rantaa
2013;614;Posio;3;8554;53000;46000;ei_rantaa
2013;82;Hattula;7;2626;46000;51714;ei_rantaa
2013;615;Pudasjärvi;4;6874;26500;26125;ei_rantaa
2013;86;Hausjärvi;10;6526;74500;71900;ei_rantaa
2013;111;Heinola;7;5341;73000;85646;ei_rantaa
2013;619;Punkalaidun;11;5834;28000;33338;ei_rantaa
2013;624;Pyhtää;4;7155;39500;41000;ei_rantaa
2013;98;Hollola;10;2820;42250;47505;ei_rantaa
2013;626;Pyhäjärvi;5;6210;70100;60220;ei_rantaa
2013;102;Huittinen;4;5681;35750;36375;ei_rantaa
2013;103;Humppila;3;2770;34000;36667;ei_rantaa
2013;635;Pälkäne;6;2641;50000;69167;ei_rantaa
2013;636;Pöytyä;6;3736;33000;44896;ei_rantaa
2013;108;Hämeenkyrö;8;3974;53750;61875;ei_rantaa
2013;109;Hämeenlinna;15;4752;52500;58380;ei_rantaa
2013;142;Iitti;5;3818;55000;36900;ei_rantaa
2013;684;Rauma;4;2790;18500;22500;ei_rantaa
2013;143;Ikaalinen;9;4689;45000;50722;ei_rantaa
2013;146;Ilomantsi;4;10138;8250;9775;ei_rantaa
2013;698;Rovaniemi;7;5049;29000;26857;ei_rantaa
2013;165;Janakkala;9;6724;58000;57333;ei_rantaa
2013;702;Ruovesi;4;5788;21500;27500;ei_rantaa
2013;704;Rusko;4;6138;51350;56175;ei_rantaa
2013;169;Jokioinen;6;4342;34000;34667;ei_rantaa
2013;172;Joutsa;3;4983;18000;26600;ei_rantaa
2013;707;Rääkkylä;4;9938;41000;40500;ei_rantaa
2013;734;Salo;32;5148;55000;58781;ei_rantaa
2013;179;Jyväskylä;3;6796;67000;70667;ei_rantaa
2013;738;Sauvo;3;6273;77000;74000;ei_rantaa
2013;946;Vöyri;4;5638;88500;91250;ei_rantaa
2013;740;Savonlinna;6;6697;31500;27333;ei_rantaa
2013;204;Kaavi;3;5647;30500;34500;ei_rantaa
2013;747;Siikainen;6;3517;33000;32733;ei_rantaa
2013;748;Siikajoki;4;2618;24500;32000;ei_rantaa
2013;211;Kangasala;4;3113;77500;86725;ei_rantaa
2013;213;Kangasniemi;5;2914;15000;20600;ei_rantaa
2013;214;Kankaanpää;8;6165;36000;35000;ei_rantaa
2013;761;Somero;16;3679;47500;49719;ei_rantaa
2013;233;Kauhava;5;2876;23848;27170;ei_rantaa
2013;781;Sysmä;13;5474;36000;48808;ei_rantaa
2013;783;Säkylä;5;5208;38000;33291;ei_rantaa
2013;320;Kemijärvi;3;2277;38000;38000;ei_rantaa
2013;832;Taivalkoski;3;3803;14000;21000;ei_rantaa
2013;833;Taivassalo;4;5980;37750;39375;ei_rantaa
2013;834;Tammela;11;5755;38000;52045;ei_rantaa
2013;848;Tohmajärvi;3;4310;44000;34333;ei_rantaa
2013;260;Kitee;5;8930;41000;37420;ei_rantaa
2013;886;Ulvila;5;4483;38000;36200;ei_rantaa
2013;271;Kokemäki;4;9425;20000;22625;ei_rantaa
2013;887;Urjala;13;3742;40000;45865;ei_rantaa
2013;889;Utajärvi;4;7869;33750;48375;ei_rantaa
2013;286;Kouvola;10;2429;42000;40650;ei_rantaa
2013;918;Vehmaa;10;4890;56500;62050;ei_rantaa
2013;301;Kurikka;4;3405;33000;28125;ei_rantaa
2013;927;Vihti;11;4230;55000;64727;ei_rantaa
2013;316;Kärkölä;3;3196;48000;44833;ei_rantaa
2013;936;Virrat;4;8286;34500;36000;ei_rantaa
2013;400;Laitila;4;4933;23750;43250;ei_rantaa
2013;980;Ylöjärvi;8;3416;33250;43438;ei_rantaa
2013;417;Lemland;3;5537;30000;29500;ei_rantaa
2013;981;Ypäjä;6;4625;26750;30250;ei_rantaa
2013;989;Ähtäri;3;2367;92000;73833;ei_rantaa
2013;444;Lohja;28;4663;62250;63600;ei_rantaa
2013;430;Loimaa;10;4990;50500;45150;ei_rantaa
2013;433;Loppi;19;3804;52500;50789;ei_rantaa
2013;434;Loviisa;6;6227;62000;64250;ei_rantaa
